case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url
"Michael Stapleton Associates, Ltd v. United States (Fed. Cl. 2024)",22-573,2024-11-07,United States Court of Federal Claims,0,,1.0,https://www.courtlistener.com/opinion/10267133/michael-stapleton-associates-ltd-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15
Giesecke & Devrient Gmbh v. United States (Fed. Cl. 2024),17-1812,2024-11-07,United States Court of Federal Claims,0,,,https://www.courtlistener.com/opinion/10267135/giesecke-devrient-gmbh-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15
Alafi v. Cohen (Cal. Ct. App. 2024),H050485,2024-10-25,California Court of Appeal,1,$20million,0.0,https://www.courtlistener.com/opinion/10161731/alafi-v-cohen/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15
"Nexstep, Inc. v. Comcast Cable Communications, LLC (Fed. Cir. 2024)",22-1815,2024-10-24,Court of Appeals for the Federal Circuit,0,,,https://www.courtlistener.com/opinion/10160668/nexstep-inc-v-comcast-cable-communications-llc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=15
Cpc Patent Technologies Pty Ltd. v. Apple Inc. (9th Cir. 2024),23-3449,2024-10-24,Court of Appeals for the Ninth Circuit,0,,1.0,https://www.courtlistener.com/opinion/10160745/cpc-patent-technologies-pty-ltd-v-apple-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Telefonaktiebolaget Lm Ericsson v. Lenovo (United States), Inc. (Fed. Cir. 2024)",24-1515,2024-10-24,Court of Appeals for the Federal Circuit,0,,1.0,https://www.courtlistener.com/opinion/10160611/telefonaktiebolaget-lm-ericsson-v-lenovo-united-states-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Havana Docks Corporation v. Royal Caribbean Cruises, Ltd. (11th Cir. 2024)",23-10171,2024-10-22,Court of Appeals for the Eleventh Circuit,1,$8.684million,1.0,https://www.courtlistener.com/opinion/10151295/havana-docks-corporation-v-royal-caribbean-cruises-ltd/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"In Re Verizon Wireless Personal Communications, LP v. the State of Texas (Tex. App.-Waco 2024)",10-24-00074-CV,2024-10-22,"Texas Court of Appeals, 10th District (Waco)",0,,0.0,https://www.courtlistener.com/opinion/10161231/in-re-verizon-wireless-personal-communications-lp-v-the-state-of-texas/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Fuel Automation v. Energera (10th Cir. 2024),23-1123,2024-10-21,Court of Appeals for the Tenth Circuit,0,,1.0,https://www.courtlistener.com/opinion/10146032/fuel-automation-v-energera/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Gulf View Private Investment, Inc. F/K/A Whitesell International, Inc., Neil Whitesell, Vincent Costantino, Adam Arters, Innova Aerospace Service & Support, LLC and Sierra Industries, LLC (Cross-Appellees) v. GC System, A.S.(Cross-Appellant) (Tex. App.-San Antonio 2024)",04-23-00100-CV,2024-10-16,"Texas Court of Appeals, 4th District (San Antonio)",1,"$4,035,511",1.0,https://www.courtlistener.com/opinion/10149923/gulf-view-private-investment-inc-fka-whitesell-international-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Bacardi & Company Limited v. Empresa Cubana Exportadora De Alimentos Y Productos Varios (D.D.C. 2024),Civil Action No. 2004-0519,2024-10-15,"District Court, District of Columbia",0,,1.0,https://www.courtlistener.com/opinion/10143431/bacardi-company-limited-v-empresa-cubana-exportadora-de-alimentos-y/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Novartis Pharmaceuticals Corporation v. Becerra (D.D.C. 2024),Civil Action No. 2024-2234,2024-10-15,"District Court, District of Columbia",0,,,https://www.courtlistener.com/opinion/10143294/novartis-pharmaceuticals-corporation-v-becerra/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Cozy Comfort Co. v. United States (Ct. Intl. Trade 2024),22-00173,2024-10-15,United States Court of International Trade,0,,,https://www.courtlistener.com/opinion/10143437/cozy-comfort-co-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Alexsam, Inc. v. Aetna, Inc. (Fed. Cir. 2024)",22-2036,2024-10-08,Court of Appeals for the Federal Circuit,0,,1.0,https://www.courtlistener.com/opinion/10131587/alexsam-inc-v-aetna-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Ibanez v. Texas A&M (5th Cir. 2024),23-40564,2024-10-08,Court of Appeals for the Fifth Circuit,0,,,https://www.courtlistener.com/opinion/10131690/ibanez-v-texas-am/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Glock, Inc. v. United States (Ct. Intl. Trade 2024)",23-00046,2024-10-04,United States Court of International Trade,0,,1.0,https://www.courtlistener.com/opinion/10130338/glock-inc-v-united-states/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Ex parte Jackson Hospital & Clinic, Inc. PETITION FOR WRIT OF MANDAMUS (In re: Theresa Johnson, individually and as of the Estate of Nathaniel Johnson v. Jackson Hospital & Clinic, Inc.) (Montgomery Circuit Court: CV-21-900980). (Ala. 2024)",SC-2023-0601,2024-10-04,Supreme Court of Alabama,0,,1.0,https://www.courtlistener.com/opinion/10130159/ex-parte-jackson-hospital-clinic-inc-petition-for-writ-of-mandamus-in/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Provisur Technologies, Inc. v. Weber, Inc. (Fed. Cir. 2024)",23-1438,2024-10-02,Court of Appeals for the Federal Circuit,1,"$3,013,068",0.0,https://www.courtlistener.com/opinion/10128616/provisur-technologies-inc-v-weber-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Khatri v. Ohio State Univ. (Ohio Ct. App. 2024),24AP-101,2024-09-26,Ohio Court of Appeals,0,,1.0,https://www.courtlistener.com/opinion/10276583/khatri-v-ohio-state-univ/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"US Inventor, Inc. v. United States Patent and Trademark Office (D.D.C. 2024)",Civil Action No. 2021-2893,2024-09-25,"District Court, District of Columbia",0,,,https://www.courtlistener.com/opinion/10124878/us-inventor-inc-v-united-states-patent-and-trademark-office/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Sopkin v. Lopatto (D.D.C. 2024),Civil Action No. 2024-0743,2024-09-19,"District Court, District of Columbia",1,"$11,963,416",1.0,https://www.courtlistener.com/opinion/10121636/sopkin-v-lopatto/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Astellas Pharma, Inc. v. Sandoz Inc. (Fed. Cir. 2024)",23-2032,2024-09-18,Court of Appeals for the Federal Circuit,0,,1.0,https://www.courtlistener.com/opinion/10120521/astellas-pharma-inc-v-sandoz-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
"Astellas Pharma, Inc. v. Sandoz Inc. (Fed. Cir. 2024)",23-2032,2024-09-18,Court of Appeals for the Federal Circuit,0,,1.0,https://www.courtlistener.com/opinion/10126928/astellas-pharma-inc-v-sandoz-inc/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
Corteva Agriscience LLC v. Monsanto Company (Del. Super. Ct. 2024),N22C-10-293 PRW CCLD,2024-09-16,Superior Court of Delaware,0,,1.0,https://www.courtlistener.com/opinion/10118594/corteva-agriscience-llc-v-monsanto-company/?q=%22Patents%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=16
