case_name,docket_number,date_filed,court,payment_found,payment_amount,outcome,url
"Jordan v. Can You Imagine, Inc. (S.D.N.Y. 2007)",04 Civ. 04696(PKL),2007-05-02,,0,,unknown,https://www.courtlistener.com/opinion/2416113/jordan-v-can-you-imagine-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
Gemmy Industries Corp. v. Chrisha Creations Limited (Fed. Cir. 2006),2005-1110,2006-06-22,,0,,unknown,https://www.courtlistener.com/opinion/211196/gemmy-industries-corp-v-chrisha-creations-limited/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"Merck & Co. v. Mediplan Health Consulting, Inc. (S.D.N.Y. 2006)","05 Civ. 3650(DC), 05 Civ. 3696(DC), 05 Civ. 3698(DC), 05 Civ. 3699(DC), 05 Civ. 3700(DC), 05 Civ. 3701(DC)",2006-06-14,,0,,unknown,https://www.courtlistener.com/opinion/2428265/merck-co-v-mediplan-health-consulting-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"DP Wagner Manufacturing Inc. v. Pro Patch Systems, Inc. (S.D. Tex. 2006)",Civil Action H-04-4610,2006-04-21,,0,,unknown,https://www.courtlistener.com/opinion/2428354/dp-wagner-manufacturing-inc-v-pro-patch-systems-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"Zoltek Corporation, Plaintiff-Cross v. United States (Fed. Cir. 2006)","04-5100, 04-5102",2006-03-31,,0,,unknown,https://www.courtlistener.com/opinion/793855/zoltek-corporation-plaintiff-cross-v-united-states/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
Zoltek Corp. v. United States (Fed. Cir. 2006),2004-5100,2006-03-31,,0,,unknown,https://www.courtlistener.com/opinion/211357/zoltek-corp-v-united-states/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"Erie Engineered Products, Inc. v. Wayne Integrated Technologies, Corp. (E.D.N.Y 2005)",CV 03-3776,2005-12-05,,0,,unknown,https://www.courtlistener.com/opinion/2426322/erie-engineered-products-inc-v-wayne-integrated-technologies-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
Keystone Manufacturing Co. v. Jaccard Corp. (W.D.N.Y. 2005),03-CV-648S,2005-09-29,,0,,unknown,https://www.courtlistener.com/opinion/2427200/keystone-manufacturing-co-v-jaccard-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"CIVIX-DDI, LLC v. Cellco Partnership (N.D. Ill. 2005)",03 C 3792,2005-09-14,,0,,unknown,https://www.courtlistener.com/opinion/2513678/civix-ddi-llc-v-cellco-partnership/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"FMC Corp. v. Control Solutions, Inc. (E.D. Pa. 2005)",2:05-cv-01553,2005-05-16,,0,,unknown,https://www.courtlistener.com/opinion/2361328/fmc-corp-v-control-solutions-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
Mosaid Technologies Inc. v. Samsung Electronics Co. (D.N.J. 2005),"01-CV-4340(WJM), 03-CV-4698(WJM)",2005-04-01,,0,,unknown,https://www.courtlistener.com/opinion/2453698/mosaid-technologies-inc-v-samsung-electronics-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=5
"Sentry Protection Products, Inc. v. Eagle Manufacturing Co. (Fed. Cir. 2005)",2004-1392,2005-03-11,,0,,unknown,https://www.courtlistener.com/opinion/212020/sentry-protection-products-inc-v-eagle-manufacturing-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Voice Capture, Inc. v. Intel Corp. (S.D. Iowa 2004)",4:04-cv-40340,2004-12-02,,0,,unknown,https://www.courtlistener.com/opinion/2418168/voice-capture-inc-v-intel-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Fisher-Price, Inc. v. Safety 1st, Inc. (Fed. Cir. 2004)","Nos. 03-1644, 04-1004",2004-08-16,,0,,unknown,https://www.courtlistener.com/opinion/8456235/fisher-price-inc-v-safety-1st-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
At & T CORP. v. Microsoft Corp. (S.D.N.Y. 2003),01 Civ.4872(WHP),2003-11-05,,0,,unknown,https://www.courtlistener.com/opinion/2326468/at-t-corp-v-microsoft-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Pioneer Hi-Bred International, Inc. v. Ottawa Plant Food, Inc. (N.D. Iowa 2003)",C 98-4016-MWB,2003-09-29,,0,,unknown,https://www.courtlistener.com/opinion/2576863/pioneer-hi-bred-international-inc-v-ottawa-plant-food-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Fisher-Price, Inc. v. Safety 1st, Inc. (D. Del. 2003)",Civ.A. 01-51,2003-08-28,,0,,unknown,https://www.courtlistener.com/opinion/2386432/fisher-price-inc-v-safety-1st-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Clontech Laboratories, Inc. v. Invitrogen Corp. (D. Del. 2003)",C.A.98-750-SLR,2003-05-20,,0,,unknown,https://www.courtlistener.com/opinion/2505485/clontech-laboratories-inc-v-invitrogen-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Elite Licensing, Inc. v. Thomas Plastics, Inc. (S.D.N.Y. 2003)",02 Civ. 4847(SAS),2003-03-17,,0,,unknown,https://www.courtlistener.com/opinion/2381104/elite-licensing-inc-v-thomas-plastics-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Laughlin Products, Inc. v. ETS, INC. (N.D. Tex. 2002)",4:01-cv-00792,2002-11-04,,0,,unknown,https://www.courtlistener.com/opinion/2499840/laughlin-products-inc-v-ets-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Texas Digital Systems, Inc. v. Telegenix, Inc. (Fed. Cir. 2002)",02-1032,2002-10-16,,0,,unknown,https://www.courtlistener.com/opinion/779640/texas-digital-systems-inc-v-telegenix-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"University of Colorado Foundation, Inc. v. American Cyanamid Co. (D. Colo. 2002)",CIV.A. 93-K-1657,2002-08-13,,0,,unknown,https://www.courtlistener.com/opinion/2378169/university-of-colorado-foundation-inc-v-american-cyanamid-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Gentile v. Franklin Sports, Inc. (D. Mass. 2002)",CIV. 01-10332-NG,2002-07-01,,0,,unknown,https://www.courtlistener.com/opinion/2572246/gentile-v-franklin-sports-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
Graham v. Gun-Munro (Fed. Cir. 2001),No. 01-1444,2001-10-01,,0,,unknown,https://www.courtlistener.com/opinion/7213688/graham-v-gun-munro/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
Uniboard Aktiebolag v. Acer America Corp. (D.D.C. 2000),Civ.A. 99-3153 (JGP),2000-08-31,,0,,unknown,https://www.courtlistener.com/opinion/2358115/uniboard-aktiebolag-v-acer-america-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
Johnson Electric North America Inc. v. Mabuchi Motor America Corp. (S.D.N.Y. 2000),88 Civ. 7377(WCC),2000-07-11,,0,,unknown,https://www.courtlistener.com/opinion/2469540/johnson-electric-north-america-inc-v-mabuchi-motor-america-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
Johnson Electric North America Inc. v. Mabuchi Motor America Corp. (S.D.N.Y. 2000),88 Civ. 7377(WCC),2000-05-31,,0,,unknown,https://www.courtlistener.com/opinion/2575517/johnson-electric-north-america-inc-v-mabuchi-motor-america-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Sunrise Medical HHG, Inc. v. AirSep Corp. (W.D. Pa. 2000)",99-127J,2000-04-25,,0,,unknown,https://www.courtlistener.com/opinion/2361395/sunrise-medical-hhg-inc-v-airsep-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Acoustic Systems, Inc. v. Wenger Corp. (5th Cir. 2000)",99-50112,2000-04-03,,0,,unknown,https://www.courtlistener.com/opinion/20397/acoustic-systems-inc-v-wenger-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Articulate Systems, Inc. v. Apple Computer, Inc. (D. Mass. 1999)",96CV10345-RGS,1999-06-11,,0,,unknown,https://www.courtlistener.com/opinion/2289972/articulate-systems-inc-v-apple-computer-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Arista Technologies, Inc. v. Arthur D. Little Enterprises, Inc. (E.D.N.Y 1998)",CV 95-789,1998-11-13,,0,,unknown,https://www.courtlistener.com/opinion/2346399/arista-technologies-inc-v-arthur-d-little-enterprises-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=6
"Nike, Inc. v. Wal-Mart Stores, Inc. And Hawe Yue, Inc. (Fed. Cir. 1998)",97-1173,1998-03-12,,0,,unknown,https://www.courtlistener.com/opinion/752404/nike-inc-v-wal-mart-stores-inc-and-hawe-yue-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
Fonar Corporation v. General Electric Company (Fed. Cir. 1997),96-1075,1997-05-08,,0,,unknown,https://www.courtlistener.com/opinion/736956/fonar-corporation-v-general-electric-company/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
Fonar Corp. v. General Electric Co. (Fed. Cir. 1997),"Nos. 96-1075, 96-1106 and 96-1091",1997-02-25,,0,,unknown,https://www.courtlistener.com/opinion/7041838/fonar-corp-v-general-electric-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"ADC Telecommunications, Inc. v. Siecor Corp. (D. Del. 1997)",Civil Action 95-813 MMS,1997-02-07,,0,,unknown,https://www.courtlistener.com/opinion/1488497/adc-telecommunications-inc-v-siecor-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Susan M. Maxwell v. J. Baker, Inc., and Prange Way, Inc. (Fed. Cir. 1996)","95-1292, 95-1293 and 95-1355",1996-08-28,,0,,unknown,https://www.courtlistener.com/opinion/719830/susan-m-maxwell-v-j-baker-inc-and-prange-way-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"George W. Jurgens and Margaret M. Jurgens v. Cbk, Ltd. And Cbk, Ltd., Inc., Defendants/cross-Appellants (Fed. Cir. 1996)","94-1498, 94-1521",1996-06-20,,0,,unknown,https://www.courtlistener.com/opinion/715852/george-w-jurgens-and-margaret-m-jurgens-v-cbk-ltd-and-cbk-ltd-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
Blank v. Pollack (N.D.N.Y. 1996),1:95-cr-00392,1996-02-09,,0,,unknown,https://www.courtlistener.com/opinion/1516831/blank-v-pollack/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"California Medical Products, Inc. v. Tecnol Medical Products, Inc. (D. Del. 1995)",Civil A. 91-620-LON,1995-12-29,US Court of Appeals,0,,unknown,https://www.courtlistener.com/opinion/1988670/california-medical-products-inc-v-tecnol-medical-products-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Laitram Machinery, Inc. v. Carnitech A/S (E.D. La. 1995)",Civ. A. No. 92-3841,1995-12-18,,0,,unknown,https://www.courtlistener.com/opinion/8735421/laitram-machinery-inc-v-carnitech-as/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Ontel Products, Inc. v. Project Strategies Corp. (S.D.N.Y. 1995)",94 Civ. 9025(HB),1995-09-14,,0,,unknown,https://www.courtlistener.com/opinion/1670774/ontel-products-inc-v-project-strategies-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Stryker Corp. v. Intermedics Orthopedics, Inc. (E.D.N.Y 1995)",CV 90-3006 (ADS),1995-07-11,,0,,unknown,https://www.courtlistener.com/opinion/1667289/stryker-corp-v-intermedics-orthopedics-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"University of Colorado Foundation, Inc. v. American Cyanamid (D. Colo. 1995)",Civ. A. 93-K-1657,1995-04-03,,0,,unknown,https://www.courtlistener.com/opinion/1408224/university-of-colorado-foundation-inc-v-american-cyanamid/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Calmar, Inc. v. Emson Research, Inc. (C.D. Cal. 1994)",CV 92-4770 DT (JGx),1994-02-22,US Court of Appeals,0,,unknown,https://www.courtlistener.com/opinion/2132458/calmar-inc-v-emson-research-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"American Medical Systems, Inc., Plaintiff/cross-Appellant v. Medical Engineering Corporation (Fed. Cir. 1993)","92-1538, 92-1555",1993-12-06,,0,,unknown,https://www.courtlistener.com/opinion/654647/american-medical-systems-inc-plaintiffcross-appellant-v-medical/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Advanced Cardiovascular Systems, Inc., Plaintiff/cross-Complaint v. Scimed Life Systems, Inc., and Robert L. Hess, Cross-Complainant/appellant (Fed. Cir. 1993)",92-1157,1993-05-13,,0,,unknown,https://www.courtlistener.com/opinion/602463/advanced-cardiovascular-systems-inc-plaintiffcross-complaint-v-scimed/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Ceeco MacHinery Manufacturing, Ltd. v. Intercole, Inc. (D. Mass. 1992)",Civ. A. 91-40019-XX,1992-11-16,,0,,unknown,https://www.courtlistener.com/opinion/1459370/ceeco-machinery-manufacturing-ltd-v-intercole-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Maxwell v. J. Baker, Inc. (D. Minnesota 1992)",Civ. 4-90-941,1992-09-21,,0,,unknown,https://www.courtlistener.com/opinion/2593194/maxwell-v-j-baker-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=7
"Lang v. Pacific Marine and Supply Co., Ltd. (Fed. Cir. 1990)",89-1297,1990-03-06,,0,,unknown,https://www.courtlistener.com/opinion/536154/lang-v-pacific-marine-and-supply-co-ltd/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Beatrice Foods Company v. New England Printing and Lithographing Company (Fed. Cir. 1990),"88-1574, 88-1575",1990-02-27,,0,,unknown,https://www.courtlistener.com/opinion/538940/beatrice-foods-company-v-new-england-printing-and-lithographing-company/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Lang v. Pacific Marine & Supply Co. (Fed. Cir. 1990),No. 89-1297,1990-02-05,,0,,unknown,https://www.courtlistener.com/opinion/8984681/lang-v-pacific-marine-supply-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Joy Manufacturing Co. v. CGM Valve & Gauge Co. (S.D. Tex. 1989),Civ. A. CA-H-85-6950,1989-11-15,,0,,unknown,https://www.courtlistener.com/opinion/1985186/joy-manufacturing-co-v-cgm-valve-gauge-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"T.D. Williamson, Inc. v. Laymon (N.D. Okla. 1989)",83-C-84-C,1989-09-21,,0,,unknown,https://www.courtlistener.com/opinion/1631177/td-williamson-inc-v-laymon/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Hewlett-Packard Co. v. Bausch & Lomb Inc. (N.D. Cal. 1989),C-86-20406 RPA,1989-09-13,,0,,unknown,https://www.courtlistener.com/opinion/2592744/hewlett-packard-co-v-bausch-lomb-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Airwick Industries, Inc. v. Sterling Drug Inc. (D.N.J. 1989)",Civ. A. 80-187,1989-07-14,,0,,unknown,https://www.courtlistener.com/opinion/1768943/airwick-industries-inc-v-sterling-drug-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Mister Twister, Inc. v. JenEm Corp. (S.D. Ohio 1989)",C-2-83-1101,1989-03-10,,0,,unknown,https://www.courtlistener.com/opinion/1462840/mister-twister-inc-v-jenem-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Lang v. Pacific Marine and Supply Co., Inc. (D. Haw. 1989)",Civ. 88-00318 VAC,1989-01-11,,0,,unknown,https://www.courtlistener.com/opinion/1666008/lang-v-pacific-marine-and-supply-co-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Benchcraft, Inc. v. Broyhill Furniture Industries, Inc. (N.D. Miss. 1988)",Civ. A. WC 84-143-D-D,1988-03-14,,0,,unknown,https://www.courtlistener.com/opinion/1799904/benchcraft-inc-v-broyhill-furniture-industries-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Devices for Medicine, Inc. v. John Boehl, Cardiovascular Instruments, Inc. And Orlando Regional Medical Center, Inc. (Fed. Cir. 1987)",87-1082,1987-06-24,,0,,unknown,https://www.courtlistener.com/opinion/490654/devices-for-medicine-inc-v-john-boehl-cardiovascular-instruments-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Intra Corp. v. Hamar Laser Instruments, Inc. (E.D. Mich. 1987)",86-CV-2414-DT,1987-06-17,,0,,unknown,https://www.courtlistener.com/opinion/1393214/intra-corp-v-hamar-laser-instruments-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Arcadia MacHine & Tool Inc. v. Sturm, Ruger & Company, Inc. (Fed. Cir. 1986)",Appeal 85-2637,1986-03-17,,0,,unknown,https://www.courtlistener.com/opinion/466564/arcadia-machine-tool-inc-v-sturm-ruger-company-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Sherman Treaters, Ltd. v. Ahlbrandt (D.D.C. 1985)",Civ. A. 84-3319,1985-03-07,,0,,unknown,https://www.courtlistener.com/opinion/2371198/sherman-treaters-ltd-v-ahlbrandt/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Nestier Corporation v. Menasha Corporation-Lewisystems Division (Fed. Cir. 1984),Appeal 83-1313,1984-08-01,,0,,unknown,https://www.courtlistener.com/opinion/439185/nestier-corporation-v-menasha-corporation-lewisystems-division/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Johnston v. Textron, Inc. (D.R.I. 1984)",Civ. A. 80-0644 P,1984-01-27,,0,,unknown,https://www.courtlistener.com/opinion/1819569/johnston-v-textron-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"Innovative Concepts in Entertainment, Inc. v. Entertainment Enterprises Ltd. (E.D.N.Y 1983)",83 C 4732,1983-12-13,,0,,unknown,https://www.courtlistener.com/opinion/2593267/innovative-concepts-in-entertainment-inc-v-entertainment-enterprises/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Lemelson v. Fisher Price Corp. (S.D.N.Y. 1982),81 Civ. 4509,1982-08-17,,0,,unknown,https://www.courtlistener.com/opinion/1431884/lemelson-v-fisher-price-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Ampex Corp. (Ct. Cl. 1980),No. 513-78,1980-05-02,,0,,unknown,https://www.courtlistener.com/opinion/8617912/ampex-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
"B & J Manufacturing Co. v. Hennessy Industries, Inc. (N.D. Ill. 1979)",73 C 2174,1979-12-19,,0,,unknown,https://www.courtlistener.com/opinion/1558025/b-j-manufacturing-co-v-hennessy-industries-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=8
Wayne-Gossard Corporation v. Sondra Manufacturing Co. (3rd Cir. 1978),77-2329,1978-06-21,,0,,unknown,https://www.courtlistener.com/opinion/357883/wayne-gossard-corporation-v-sondra-manufacturing-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Wayne-Gossard Corp. v. Sondra Manufacturing Co. (3rd Cir. 1978),"Nos. 77-2329, 77-2330",1978-06-21,,0,,unknown,https://www.courtlistener.com/opinion/8918680/wayne-gossard-corp-v-sondra-manufacturing-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Chromium Industries, Inc. v. Mirror Polishing & Plating Co., Inc. (N.D. Ill. 1978)",75 C 3131,1978-03-15,,0,,unknown,https://www.courtlistener.com/opinion/2351562/chromium-industries-inc-v-mirror-polishing-plating-co-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
United States v. Carrollton Manufacturing Co. (N.D. Ohio 1974),No. C70-349,1974-01-08,,0,,unknown,https://www.courtlistener.com/opinion/8830763/united-states-v-carrollton-manufacturing-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Crane Co. v. Aeroquip Corporation (N.D. Ill. 1973),"72 C 1403, 72 C 2755",1973-09-18,,0,,unknown,https://www.courtlistener.com/opinion/2259119/crane-co-v-aeroquip-corporation/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
International Video Corporation v. Ampex Corporation (9th Cir. 1973),71-1935,1973-09-04,,0,,unknown,https://www.courtlistener.com/opinion/313413/international-video-corporation-v-ampex-corporation/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
In Re Multidistrict Litigation Involving Butterfield Patent Infringement (J.P.M.L. 1970),29,1970-02-02,,0,,unknown,https://www.courtlistener.com/opinion/1428241/in-re-multidistrict-litigation-involving-butterfield-patent-infringement/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Epstein v. DENNISON MANUFACTURING COMPANY (S.D.N.Y. 1969),69 Civ. 3798,1969-10-29,,0,,unknown,https://www.courtlistener.com/opinion/1472476/epstein-v-dennison-manufacturing-company/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Cavitron Corp. v. Ultrasonic Research Corp. (S.D. Fla. 1969),No. 66-856-Civ,1969-03-18,US Court of Appeals,0,,unknown,https://www.courtlistener.com/opinion/8789360/cavitron-corp-v-ultrasonic-research-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Eastman Kodak Co. v. E. I. DuPont De Nemours & Co. (E.D. Tenn. 1969),Civ. A. 6038,1969-02-11,,0,,unknown,https://www.courtlistener.com/opinion/1868542/eastman-kodak-co-v-e-i-dupont-de-nemours-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Uniroyal, Inc. v. Daly-Herring Co. (E.D.N.C. 1968)",Civ. A. No. 766,1968-06-27,,0,,unknown,https://www.courtlistener.com/opinion/8785545/uniroyal-inc-v-daly-herring-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
American Needle And Novelty Co. v. Schuessler Knitting Mills (7th Cir. 1967),15809,1967-07-19,,0,,unknown,https://www.courtlistener.com/opinion/276373/american-needle-and-novelty-co-v-schuessler-knitting-mills/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"American Needle & Novelty Co. v. Schuessler Knitting Mills, Inc. (7th Cir. 1967)",No. 15809,1967-06-06,,0,,unknown,https://www.courtlistener.com/opinion/8891068/american-needle-novelty-co-v-schuessler-knitting-mills-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Esther Marion Armstrong v. Motorola, Inc. (7th Cir. 1967)",14830_1,1967-03-22,,0,,unknown,https://www.courtlistener.com/opinion/275208/esther-marion-armstrong-v-motorola-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Hensley Equipment Company, Inc. v. Esco Corporation (9th Cir. 1967)",20599,1967-03-03,,0,,unknown,https://www.courtlistener.com/opinion/275365/hensley-equipment-company-inc-v-esco-corporation/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Blumcraft of Pittsburgh, a Partnership, Consisting of Hyman Blum, Max Blum, Louis Blum and Harry P. Blum v. The United States (Ct. Cl. 1967)",38-63,1967-02-17,,0,,unknown,https://www.courtlistener.com/opinion/274782/blumcraft-of-pittsburgh-a-partnership-consisting-of-hyman-blum-max-blum/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Canaan Products, Inc. v. Edward Don & Company (N.D. Ill. 1966)",Civ. A. 64 C 70,1966-12-30,US Court of Appeals,0,,unknown,https://www.courtlistener.com/opinion/2248402/canaan-products-inc-v-edward-don-company/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"Gridiron Steel Company, Claintiff-Appellant v. Jones & Laughlin Steel Corporation, Gridiron Steel Company v. Jones & Laughlin Steel Corporation (6th Cir. 1966)","16125, 16126",1966-06-11,,0,,unknown,https://www.courtlistener.com/opinion/272069/gridiron-steel-company-claintiff-appellant-v-jones-laughlin-steel/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
"American Needle & Novelty Co. v. Schuessler Knitting Mills, Inc. (N.D. Ill. 1966)",Civ. A. 64 C 1473,1966-06-07,,0,,unknown,https://www.courtlistener.com/opinion/1510770/american-needle-novelty-co-v-schuessler-knitting-mills-inc/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Samuel J. Miller & Co. v. A. Schreter & Sons Co. (D. Maryland 1965),Civ. No. 13999,1965-10-19,,0,,unknown,https://www.courtlistener.com/opinion/8767031/samuel-j-miller-co-v-a-schreter-sons-co/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=9
Precision Dynamics Corp. v. American Hospital Supply Corp. (S.D. Cal. 1965),"Civ. A. 519-59, 342-60",1965-03-31,,0,,unknown,https://www.courtlistener.com/opinion/1950987/precision-dynamics-corp-v-american-hospital-supply-corp/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10
"Katherine Sinclair Lewis, Administratrix of the Estate of Joseph W. Lewis, Jr. (Deceased) v. The United States (Ct. Cl. 1964)",457-59,1964-11-13,,0,,unknown,https://www.courtlistener.com/opinion/265869/katherine-sinclair-lewis-administratrix-of-the-estate-of-joseph-w-lewis/?q=%22Patent+Marking%22&type=o&order_by=dateFiled+desc&stat_Published=on&page=10
